source,destination,weather,congestion,distance,cargo,risk
Miami,Manila,5,1,8034,fragile,73
Miami,Ho Chi Minh City,3,4,6157,normal,67
Miami,Kuala Lumpur,3,3,9935,normal,59
Vancouver,Mumbai,2,2,11118,normal,41
Vancouver,Chennai,3,3,5207,fragile,69
Vancouver,Kolkata,3,2,5386,normal,51
Vancouver,Delhi,2,2,1676,fragile,51
Vancouver,Visakhapatnam,3,4,2641,fragile,77
Vancouver,Singapore,2,1,4653,fragile,43
Vancouver,Shanghai,4,1,3244,normal,53
Vancouver,Shenzhen,3,5,9844,fragile,85
Vancouver,Guangzhou,1,4,7785,fragile,57
Vancouver,Hong Kong,2,2,8856,normal,41
Vancouver,Tokyo,2,1,1324,normal,33
Vancouver,Osaka,2,4,4497,fragile,67
Vancouver,Busan,5,5,3886,fragile,105
Vancouver,Bangkok,5,4,2267,fragile,97
Vancouver,Jakarta,2,2,4228,fragile,51
Vancouver,Dubai,1,2,4365,normal,31
Vancouver,Doha,5,3,9462,fragile,89
Vancouver,Riyadh,1,1,5648,normal,23
Vancouver,Jeddah,5,3,5093,fragile,89
Vancouver,Istanbul,1,2,2386,fragile,41
Vancouver,Hamburg,4,2,4740,normal,61
Vancouver,Rotterdam,5,5,10706,normal,95
Vancouver,Antwerp,2,1,6542,normal,33
Vancouver,London,2,2,8961,normal,41
Vancouver,Le Havre,2,4,5254,normal,57
Vancouver,Barcelona,5,3,1720,fragile,89
Vancouver,Genoa,4,5,8667,normal,85
Vancouver,Athens,1,3,10044,normal,39
Vancouver,New York,4,3,3616,normal,69
Vancouver,Los Angeles,5,2,4298,fragile,81
Vancouver,San Francisco,1,5,5126,fragile,65
Vancouver,Seattle,1,5,5824,normal,55
Vancouver,Houston,3,3,7931,normal,59
Vancouver,Miami,4,1,6445,fragile,63
Vancouver,Vancouver,3,1,8396,fragile,53
Vancouver,Toronto,2,3,6856,normal,49
Vancouver,Montreal,1,3,2348,normal,39
Vancouver,Sydney,5,2,4551,normal,71
Vancouver,Melbourne,3,5,9495,normal,75
Vancouver,Auckland,3,2,9588,normal,51
Vancouver,Cape Town,1,5,4922,fragile,65
Vancouver,Durban,3,3,1197,fragile,69
Vancouver,Lagos,5,3,7714,fragile,89
Vancouver,Nairobi,5,2,1430,fragile,81
Vancouver,Santos,1,3,4204,normal,39
Vancouver,Rio de Janeiro,4,5,6238,normal,85
Vancouver,Buenos Aires,2,4,7987,fragile,67
Vancouver,Lima,5,2,2771,normal,71
Vancouver,Panama City,2,3,11197,normal,49
Vancouver,Manila,3,5,7923,normal,75
Vancouver,Ho Chi Minh City,2,2,5735,normal,41
Vancouver,Kuala Lumpur,5,4,2665,normal,87
Toronto,Mumbai,1,1,9498,normal,23
Toronto,Chennai,5,3,5324,fragile,89
Toronto,Kolkata,5,4,5281,fragile,97
Toronto,Delhi,3,3,8617,normal,59
Toronto,Visakhapatnam,4,2,7529,normal,61
Toronto,Singapore,5,1,4104,fragile,73
Toronto,Shanghai,3,2,2279,normal,51
Toronto,Shenzhen,3,5,8019,fragile,85
Toronto,Guangzhou,1,1,11801,normal,23
Toronto,Hong Kong,1,4,11770,fragile,57
Toronto,Tokyo,3,2,3230,normal,51
Toronto,Osaka,1,5,9655,normal,55
Toronto,Busan,2,3,10952,fragile,59
Toronto,Bangkok,5,4,4423,normal,87
Toronto,Jakarta,5,5,9010,normal,95
Toronto,Dubai,5,3,4168,normal,79
Toronto,Doha,1,5,1493,normal,55
Toronto,Riyadh,2,5,8057,fragile,75
Toronto,Jeddah,3,3,4395,fragile,69
Toronto,Istanbul,2,1,10614,normal,33
Toronto,Hamburg,3,4,8318,normal,67
Toronto,Rotterdam,5,5,6461,fragile,105
Toronto,Antwerp,2,2,5386,normal,41
Toronto,London,3,1,3695,fragile,53
Toronto,Le Havre,3,1,8111,normal,43
Toronto,Barcelona,5,3,3344,fragile,89
Toronto,Genoa,3,4,7220,fragile,77
Toronto,Athens,5,1,2959,fragile,73
Toronto,New York,3,1,7055,normal,43
Toronto,Los Angeles,5,3,10468,normal,79
Toronto,San Francisco,2,2,8164,normal,41
Toronto,Seattle,1,5,9407,normal,55
Toronto,Houston,4,1,3618,fragile,63
Toronto,Miami,2,2,7007,fragile,51
Toronto,Vancouver,5,2,10831,fragile,81
Toronto,Toronto,5,4,9040,normal,87
Toronto,Montreal,5,1,8876,normal,63
Toronto,Sydney,5,5,4639,normal,95
Toronto,Melbourne,2,1,2583,normal,33
Toronto,Auckland,2,3,6166,normal,49
Toronto,Cape Town,1,2,6971,normal,31
Toronto,Durban,1,2,4341,fragile,41
Toronto,Lagos,4,5,1559,normal,85
Toronto,Nairobi,2,1,4624,normal,33
Toronto,Santos,4,3,2130,fragile,79
Toronto,Rio de Janeiro,1,3,5068,fragile,49
Toronto,Buenos Aires,2,4,7075,normal,57
Toronto,Lima,4,1,3645,fragile,63
Toronto,Panama City,2,2,5225,normal,41
Toronto,Manila,2,2,11188,fragile,51
Toronto,Ho Chi Minh City,3,1,4410,fragile,53
Toronto,Kuala Lumpur,3,2,8417,normal,51
Montreal,Mumbai,4,1,2831,normal,53
Montreal,Chennai,5,5,9077,normal,95
Montreal,Kolkata,5,5,5496,normal,95
Montreal,Delhi,1,4,4004,fragile,57
Montreal,Visakhapatnam,1,1,1864,normal,23
Montreal,Singapore,5,3,8110,normal,79
Montreal,Shanghai,5,2,10988,fragile,81
Montreal,Shenzhen,3,2,6736,normal,51
Montreal,Guangzhou,1,5,6329,fragile,65
Montreal,Hong Kong,1,4,11587,normal,47
Montreal,Tokyo,5,1,2765,fragile,73
Montreal,Osaka,3,2,11926,fragile,61
Montreal,Busan,4,1,2673,fragile,63
Montreal,Bangkok,5,1,2884,normal,63
Montreal,Jakarta,1,3,5966,normal,39
Montreal,Dubai,4,3,8294,normal,69
Montreal,Doha,2,5,10437,normal,65
Montreal,Riyadh,2,1,4224,fragile,43
Montreal,Jeddah,3,1,4417,fragile,53
Montreal,Istanbul,2,1,4842,fragile,43
Montreal,Hamburg,3,5,1122,fragile,85
Montreal,Rotterdam,4,3,10911,fragile,79
Montreal,Antwerp,1,5,3669,normal,55
Montreal,London,3,2,6556,fragile,61
Montreal,Le Havre,3,2,8599,normal,51
Montreal,Barcelona,4,4,9052,fragile,87
Montreal,Genoa,2,1,5787,normal,33
Montreal,Athens,1,4,5157,fragile,57
Montreal,New York,5,1,11878,fragile,73
Montreal,Los Angeles,4,4,7086,normal,77
Montreal,San Francisco,5,4,5536,normal,87
Montreal,Seattle,4,3,7282,normal,69
Montreal,Houston,1,3,1288,normal,39
Montreal,Miami,1,1,9427,normal,23
Montreal,Vancouver,3,5,5723,fragile,85
Montreal,Toronto,3,5,10268,normal,75
Montreal,Montreal,2,1,4765,normal,33
Montreal,Sydney,3,4,1655,fragile,77
Montreal,Melbourne,2,5,1010,normal,65
Montreal,Auckland,3,1,6064,normal,43
Montreal,Cape Town,3,1,5235,fragile,53
Montreal,Durban,2,4,2681,fragile,67
Montreal,Lagos,4,4,3876,normal,77
Montreal,Nairobi,3,5,6046,fragile,85
Montreal,Santos,3,2,11039,fragile,61
Montreal,Rio de Janeiro,4,5,5568,fragile,95
Montreal,Buenos Aires,4,1,3659,fragile,63
Montreal,Lima,4,1,4617,normal,53
Montreal,Panama City,1,2,1841,fragile,41
Montreal,Manila,3,3,2589,normal,59
Montreal,Ho Chi Minh City,3,5,9558,fragile,85
Montreal,Kuala Lumpur,2,2,10290,fragile,51
Sydney,Mumbai,2,3,8806,fragile,59
Sydney,Chennai,3,1,2689,fragile,53
Sydney,Kolkata,3,3,10060,normal,59
Sydney,Delhi,5,5,9012,fragile,105
Sydney,Visakhapatnam,1,5,2671,fragile,65
Sydney,Singapore,3,4,3535,fragile,77
Sydney,Shanghai,5,4,6727,normal,87
Sydney,Shenzhen,2,4,11417,fragile,67
Sydney,Guangzhou,3,3,10041,normal,59
Sydney,Hong Kong,5,4,11782,normal,87
Sydney,Tokyo,1,1,3259,normal,23
Sydney,Osaka,4,1,2742,normal,53
Sydney,Busan,4,4,4212,normal,77
Sydney,Bangkok,3,2,11545,normal,51
Sydney,Jakarta,2,2,5672,fragile,51
Sydney,Dubai,4,4,4320,normal,77
Sydney,Doha,2,1,4808,normal,33
Sydney,Riyadh,2,4,8744,fragile,67
Sydney,Jeddah,1,5,3835,normal,55
Sydney,Istanbul,4,2,1936,normal,61
Sydney,Hamburg,1,5,3161,normal,55
Sydney,Rotterdam,5,1,3016,fragile,73
Sydney,Antwerp,2,5,1917,fragile,75
Sydney,London,3,3,4985,normal,59
Sydney,Le Havre,4,1,7080,normal,53
Sydney,Barcelona,2,4,4938,normal,57
Sydney,Genoa,5,5,3784,normal,95
Sydney,Athens,5,1,4316,fragile,73
Sydney,New York,2,1,3542,normal,33
Sydney,Los Angeles,1,1,5615,fragile,33
Sydney,San Francisco,3,4,2887,normal,67
Sydney,Seattle,4,1,3919,fragile,63
Sydney,Houston,3,4,5003,normal,67
Sydney,Miami,4,3,11153,normal,69
Sydney,Vancouver,2,2,7220,normal,41
Sydney,Toronto,1,4,8290,fragile,57
Sydney,Montreal,1,2,7089,normal,31
Sydney,Sydney,2,1,5301,fragile,43
Sydney,Melbourne,2,3,9461,normal,49
Sydney,Auckland,3,3,7838,normal,59
Sydney,Cape Town,1,3,1576,normal,39
Sydney,Durban,3,2,10081,normal,51
Sydney,Lagos,4,1,10356,fragile,63
Sydney,Nairobi,5,3,6434,fragile,89
Sydney,Santos,5,5,10651,normal,95
Sydney,Rio de Janeiro,1,3,6734,normal,39
Sydney,Buenos Aires,1,5,6020,fragile,65
Sydney,Lima,3,4,3380,normal,67
Sydney,Panama City,1,2,2075,fragile,41
Sydney,Manila,2,2,7908,normal,41
Sydney,Ho Chi Minh City,3,1,6439,normal,43
Sydney,Kuala Lumpur,5,1,4401,normal,63
Melbourne,Mumbai,2,3,8575,fragile,59
Melbourne,Chennai,4,3,6205,fragile,79
Melbourne,Kolkata,3,4,8475,fragile,77
Melbourne,Delhi,4,5,3954,fragile,95
Melbourne,Visakhapatnam,1,1,5650,normal,23
Melbourne,Singapore,3,5,11632,normal,75
Melbourne,Shanghai,5,4,4304,normal,87
Melbourne,Shenzhen,3,1,5324,normal,43
Melbourne,Guangzhou,3,2,6946,normal,51
Melbourne,Hong Kong,3,1,9977,fragile,53
Melbourne,Tokyo,1,2,11482,normal,31
Melbourne,Osaka,4,2,2490,normal,61
Melbourne,Busan,5,5,10651,fragile,105
Melbourne,Bangkok,3,1,10251,normal,43
Melbourne,Jakarta,3,4,1954,normal,67
Melbourne,Dubai,5,2,5460,normal,71
Melbourne,Doha,3,2,8561,normal,51
Melbourne,Riyadh,1,1,8061,normal,23
Melbourne,Jeddah,3,5,2568,normal,75
Melbourne,Istanbul,2,3,8914,fragile,59
Melbourne,Hamburg,4,3,8966,fragile,79
Melbourne,Rotterdam,4,1,3420,fragile,63
Melbourne,Antwerp,5,1,5040,fragile,73
Melbourne,London,1,2,5445,fragile,41
Melbourne,Le Havre,5,3,7243,fragile,89
Melbourne,Barcelona,5,4,4347,normal,87
Melbourne,Genoa,4,2,3269,fragile,71
Melbourne,Athens,4,4,2952,normal,77
Melbourne,New York,1,2,6413,normal,31
Melbourne,Los Angeles,5,2,3371,normal,71
Melbourne,San Francisco,4,3,1251,normal,69
Melbourne,Seattle,3,1,9366,fragile,53
Melbourne,Houston,5,5,5222,normal,95
Melbourne,Miami,2,5,4701,fragile,75
Melbourne,Vancouver,4,5,3833,normal,85
Melbourne,Toronto,3,2,7217,fragile,61
Melbourne,Montreal,4,3,5507,fragile,79
Melbourne,Sydney,4,1,9479,normal,53
Melbourne,Melbourne,2,4,7587,fragile,67
Melbourne,Auckland,1,5,3722,normal,55
Melbourne,Cape Town,1,4,3439,normal,47
Melbourne,Durban,1,4,4415,normal,47
Melbourne,Lagos,5,2,2512,normal,71
Melbourne,Nairobi,5,5,7180,normal,95
Melbourne,Santos,2,2,8992,fragile,51
Melbourne,Rio de Janeiro,4,3,11028,normal,69
Melbourne,Buenos Aires,1,3,9330,fragile,49
Melbourne,Lima,2,3,1790,normal,49
Melbourne,Panama City,2,1,8872,normal,33
Melbourne,Manila,2,1,10239,fragile,43
Melbourne,Ho Chi Minh City,1,2,11132,fragile,41
Melbourne,Kuala Lumpur,5,1,10554,normal,63
Auckland,Mumbai,4,1,4424,normal,53
Auckland,Chennai,5,1,7483,fragile,73
Auckland,Kolkata,4,2,4429,fragile,71
Auckland,Delhi,3,1,8518,normal,43
Auckland,Visakhapatnam,3,1,8952,fragile,53
Auckland,Singapore,5,3,6961,normal,79
Auckland,Shanghai,1,5,8485,normal,55
Auckland,Shenzhen,1,5,3511,fragile,65
Auckland,Guangzhou,4,1,2358,fragile,63
Auckland,Hong Kong,4,4,6628,normal,77
Auckland,Tokyo,3,1,2428,fragile,53
Auckland,Osaka,5,1,4943,normal,63
Auckland,Busan,4,3,1727,normal,69
Auckland,Bangkok,2,2,7659,fragile,51
Auckland,Jakarta,5,4,3780,normal,87
Auckland,Dubai,3,4,10427,normal,67
Auckland,Doha,3,4,11778,fragile,77
Auckland,Riyadh,1,4,3762,fragile,57
Auckland,Jeddah,5,3,3357,normal,79
Auckland,Istanbul,1,3,9397,fragile,49
Auckland,Hamburg,3,1,11730,fragile,53
Auckland,Rotterdam,3,3,9582,fragile,69
Auckland,Antwerp,4,3,1851,fragile,79
Auckland,London,3,4,9999,normal,67
Auckland,Le Havre,3,3,5837,normal,59
Auckland,Barcelona,3,5,5968,fragile,85
Auckland,Genoa,4,3,1751,fragile,79
Auckland,Athens,4,1,1082,fragile,63
Auckland,New York,4,2,4207,normal,61
Auckland,Los Angeles,2,5,5892,normal,65
Auckland,San Francisco,4,5,11528,fragile,95
Auckland,Seattle,1,5,6521,normal,55
Auckland,Houston,1,4,6210,fragile,57
Auckland,Miami,5,1,1550,normal,63
Auckland,Vancouver,4,3,5094,fragile,79
Auckland,Toronto,4,1,1616,fragile,63
Auckland,Montreal,4,5,6308,fragile,95
Auckland,Sydney,2,4,3682,fragile,67
Auckland,Melbourne,4,3,4838,fragile,79
Auckland,Auckland,1,4,2294,fragile,57
Auckland,Cape Town,3,5,3287,fragile,85
Auckland,Durban,1,3,1010,fragile,49
Auckland,Lagos,2,5,10302,normal,65
Auckland,Nairobi,1,5,5905,normal,55
Auckland,Santos,3,1,10147,normal,43
Auckland,Rio de Janeiro,4,4,3933,fragile,87
Auckland,Buenos Aires,2,3,1323,normal,49
Auckland,Lima,2,4,8283,fragile,67
Auckland,Panama City,1,4,5294,fragile,57
Auckland,Manila,2,5,3693,normal,65
Auckland,Ho Chi Minh City,5,2,4957,fragile,81
Auckland,Kuala Lumpur,5,3,9580,fragile,89
Cape Town,Mumbai,5,4,1308,fragile,97
Cape Town,Chennai,2,4,4360,normal,57
Cape Town,Kolkata,1,3,11498,normal,39
Cape Town,Delhi,2,5,4705,fragile,75
Cape Town,Visakhapatnam,2,4,1130,normal,57
Cape Town,Singapore,4,1,6712,fragile,63
Cape Town,Shanghai,5,1,2448,fragile,73
Cape Town,Shenzhen,1,4,3015,fragile,57
Cape Town,Guangzhou,2,5,7006,fragile,75
Cape Town,Hong Kong,3,3,7279,fragile,69
Cape Town,Tokyo,5,4,3951,fragile,97
Cape Town,Osaka,4,1,7853,normal,53
Cape Town,Busan,5,2,4393,normal,71
Cape Town,Bangkok,5,3,10912,fragile,89
Cape Town,Jakarta,1,2,3865,normal,31
Cape Town,Dubai,1,2,10489,normal,31
Cape Town,Doha,5,1,6662,normal,63
Cape Town,Riyadh,4,2,2128,fragile,71
Cape Town,Jeddah,2,5,10102,normal,65
Cape Town,Istanbul,1,3,10230,normal,39
Cape Town,Hamburg,2,3,3348,fragile,59
Cape Town,Rotterdam,1,3,2616,fragile,49
Cape Town,Antwerp,1,2,9639,fragile,41
Cape Town,London,4,4,3638,fragile,87
Cape Town,Le Havre,4,5,9959,fragile,95
Cape Town,Barcelona,1,4,5715,fragile,57
Cape Town,Genoa,3,4,10728,normal,67
Cape Town,Athens,5,1,3565,normal,63
Cape Town,New York,1,2,5516,normal,31
Cape Town,Los Angeles,5,5,11052,normal,95
Cape Town,San Francisco,1,5,8915,normal,55
Cape Town,Seattle,2,1,8310,normal,33
Cape Town,Houston,2,4,1243,fragile,67
Cape Town,Miami,4,5,4489,fragile,95
Cape Town,Vancouver,1,1,6285,normal,23
Cape Town,Toronto,2,1,8825,normal,33
Cape Town,Montreal,4,1,8592,fragile,63
Cape Town,Sydney,2,1,5102,normal,33
Cape Town,Melbourne,1,4,7987,normal,47
Cape Town,Auckland,4,3,11090,fragile,79
Cape Town,Cape Town,4,2,1400,fragile,71
Cape Town,Durban,1,1,7772,normal,23
Cape Town,Lagos,4,4,9732,fragile,87
Cape Town,Nairobi,5,4,3263,normal,87
Cape Town,Santos,2,2,9840,normal,41
Cape Town,Rio de Janeiro,3,4,7551,fragile,77
Cape Town,Buenos Aires,2,4,2442,fragile,67
Cape Town,Lima,5,4,4269,normal,87
Cape Town,Panama City,3,1,11147,fragile,53
Cape Town,Manila,1,4,1950,normal,47
Cape Town,Ho Chi Minh City,4,2,3896,fragile,71
Cape Town,Kuala Lumpur,2,4,5761,normal,57
Durban,Mumbai,3,5,2873,normal,75
Durban,Chennai,5,5,1351,fragile,105
Durban,Kolkata,5,2,7496,normal,71
Durban,Delhi,3,3,4381,normal,59
Durban,Visakhapatnam,1,4,5488,normal,47
Durban,Singapore,3,4,5518,fragile,77
Durban,Shanghai,4,5,2363,normal,85
Durban,Shenzhen,3,2,7896,normal,51
Durban,Guangzhou,5,1,9850,normal,63
Durban,Hong Kong,1,1,3890,fragile,33
Durban,Tokyo,1,1,1455,normal,23
Durban,Osaka,2,5,5017,normal,65
Durban,Busan,5,3,5006,normal,79
Durban,Bangkok,2,5,2726,normal,65
Durban,Jakarta,4,1,7355,normal,53
Durban,Dubai,1,1,8354,normal,23
Durban,Doha,3,5,5929,normal,75
Durban,Riyadh,3,5,4365,fragile,85
Durban,Jeddah,5,1,1896,fragile,73
Durban,Istanbul,1,4,3564,normal,47
Durban,Hamburg,4,1,8834,fragile,63
Durban,Rotterdam,2,3,9742,fragile,59
Durban,Antwerp,1,4,3536,fragile,57
Durban,London,3,1,4231,normal,43
Durban,Le Havre,5,4,11785,fragile,97
Durban,Barcelona,1,3,11201,normal,39
Durban,Genoa,5,2,2632,fragile,81
Durban,Athens,5,3,3520,fragile,89
Durban,New York,3,5,9163,fragile,85
Durban,Los Angeles,2,3,2648,fragile,59
Durban,San Francisco,1,4,8055,normal,47
Durban,Seattle,4,2,1168,normal,61
Durban,Houston,5,2,10234,normal,71
Durban,Miami,5,1,10563,fragile,73
Durban,Vancouver,1,3,3791,normal,39
Durban,Toronto,4,2,5949,fragile,71
Durban,Montreal,5,2,1337,fragile,81
Durban,Sydney,5,5,11549,normal,95
Durban,Melbourne,1,4,9635,fragile,57
Durban,Auckland,5,5,6577,fragile,105
Durban,Cape Town,2,1,3458,fragile,43
Durban,Durban,4,1,4901,normal,53
Durban,Lagos,4,4,11513,normal,77
Durban,Nairobi,2,2,7560,normal,41
Durban,Santos,1,1,10867,fragile,33
Durban,Rio de Janeiro,5,3,2650,fragile,89
Durban,Buenos Aires,4,2,8440,normal,61
Durban,Lima,2,3,11068,normal,49
Durban,Panama City,2,5,5346,normal,65
Durban,Manila,1,3,2272,normal,39
Durban,Ho Chi Minh City,2,5,3715,fragile,75
Durban,Kuala Lumpur,3,1,8640,fragile,53
Lagos,Mumbai,2,5,4363,normal,65
Lagos,Chennai,4,4,10445,fragile,87
Lagos,Kolkata,4,2,2065,fragile,71
Lagos,Delhi,3,1,10792,fragile,53
Lagos,Visakhapatnam,3,3,6941,fragile,69
Lagos,Singapore,3,1,11444,normal,43
Lagos,Shanghai,1,1,9398,fragile,33
Lagos,Shenzhen,4,1,3329,fragile,63
Lagos,Guangzhou,5,3,1543,fragile,89
Lagos,Hong Kong,4,5,5352,normal,85
Lagos,Tokyo,4,4,9894,fragile,87
Lagos,Osaka,3,1,8778,normal,43
Lagos,Busan,3,3,6528,fragile,69
Lagos,Bangkok,3,3,7978,fragile,69
Lagos,Jakarta,2,2,7582,fragile,51
Lagos,Dubai,1,5,8778,fragile,65
Lagos,Doha,3,2,8736,normal,51
Lagos,Riyadh,2,5,11159,fragile,75
Lagos,Jeddah,3,1,4209,fragile,53
Lagos,Istanbul,4,5,10190,normal,85
Lagos,Hamburg,3,1,7721,normal,43
Lagos,Rotterdam,4,4,11207,fragile,87
Lagos,Antwerp,4,4,8214,normal,77
Lagos,London,2,2,8325,fragile,51
Lagos,Le Havre,3,3,5495,fragile,69
Lagos,Barcelona,1,2,1254,fragile,41
Lagos,Genoa,5,4,11124,normal,87
Lagos,Athens,5,4,3318,fragile,97
Lagos,New York,2,5,1267,fragile,75
Lagos,Los Angeles,2,5,7656,fragile,75
Lagos,San Francisco,2,1,6316,fragile,43
Lagos,Seattle,1,3,11010,normal,39
Lagos,Houston,3,1,3797,normal,43
Lagos,Miami,2,5,10630,normal,65
Lagos,Vancouver,4,4,9750,normal,77
Lagos,Toronto,1,2,6425,normal,31
Lagos,Montreal,5,2,9320,normal,71
Lagos,Sydney,3,2,8736,normal,51
Lagos,Melbourne,2,4,7022,normal,57
Lagos,Auckland,1,5,6121,fragile,65
Lagos,Cape Town,5,5,6162,fragile,105
Lagos,Durban,1,3,11108,fragile,49
Lagos,Lagos,4,1,9342,fragile,63
Lagos,Nairobi,2,1,2286,normal,33
Lagos,Santos,4,1,9463,fragile,63
Lagos,Rio de Janeiro,2,1,9525,normal,33
Lagos,Buenos Aires,2,1,11118,normal,33
Lagos,Lima,5,4,4005,fragile,97
Lagos,Panama City,4,5,6625,normal,85
Lagos,Manila,2,3,7764,normal,49
Lagos,Ho Chi Minh City,2,4,11203,normal,57
Lagos,Kuala Lumpur,5,4,6435,normal,87
Nairobi,Mumbai,1,3,5448,normal,39
Nairobi,Chennai,2,1,9800,normal,33
Nairobi,Kolkata,1,1,1970,normal,23
Nairobi,Delhi,1,3,5402,fragile,49
Nairobi,Visakhapatnam,2,1,1347,normal,33
Nairobi,Singapore,3,1,6863,normal,43
Nairobi,Shanghai,4,3,7962,fragile,79
Nairobi,Shenzhen,4,2,4061,normal,61
Nairobi,Guangzhou,5,5,11611,normal,95
Nairobi,Hong Kong,4,4,9628,normal,77
Nairobi,Tokyo,5,3,4171,fragile,89
Nairobi,Osaka,3,5,8159,fragile,85
Nairobi,Busan,2,5,11801,normal,65
Nairobi,Bangkok,3,2,2919,fragile,61
Nairobi,Jakarta,4,2,10688,normal,61
Nairobi,Dubai,3,3,5616,normal,59
Nairobi,Doha,1,3,9833,normal,39
Nairobi,Riyadh,3,2,1771,fragile,61
Nairobi,Jeddah,4,4,7643,fragile,87
Nairobi,Istanbul,2,2,5906,normal,41
Nairobi,Hamburg,3,3,7150,normal,59
Nairobi,Rotterdam,2,5,5073,normal,65
Nairobi,Antwerp,5,3,3117,normal,79
Nairobi,London,2,5,6395,fragile,75
Nairobi,Le Havre,4,2,5023,normal,61
Nairobi,Barcelona,2,1,9651,fragile,43
Nairobi,Genoa,2,2,7185,fragile,51
Nairobi,Athens,3,4,9349,normal,67
Nairobi,New York,1,4,11300,fragile,57
Nairobi,Los Angeles,4,5,9038,normal,85
Nairobi,San Francisco,4,4,2001,normal,77
Nairobi,Seattle,2,2,10619,fragile,51
Nairobi,Houston,4,4,7781,fragile,87
Nairobi,Miami,5,1,6845,fragile,73
Nairobi,Vancouver,5,3,11727,fragile,89
Nairobi,Toronto,3,5,1354,normal,75
Nairobi,Montreal,5,2,6508,fragile,81
Nairobi,Sydney,4,1,3920,normal,53
Nairobi,Melbourne,1,3,10064,normal,39
Nairobi,Auckland,1,5,7769,normal,55
Nairobi,Cape Town,1,3,11733,fragile,49
Nairobi,Durban,2,4,7216,normal,57
Nairobi,Lagos,2,1,7739,fragile,43
Nairobi,Nairobi,5,2,9986,normal,71
Nairobi,Santos,2,5,8391,fragile,75
Nairobi,Rio de Janeiro,1,5,5488,fragile,65
Nairobi,Buenos Aires,2,2,3376,fragile,51
Nairobi,Lima,2,3,6783,fragile,59
Nairobi,Panama City,5,5,11813,normal,95
Nairobi,Manila,5,4,8735,fragile,97
Nairobi,Ho Chi Minh City,1,5,9641,normal,55
Nairobi,Kuala Lumpur,3,4,5007,fragile,77
Santos,Mumbai,3,3,3536,normal,59
Santos,Chennai,1,5,6900,normal,55
Santos,Kolkata,1,3,10218,fragile,49
Santos,Delhi,3,1,4875,fragile,53
Santos,Visakhapatnam,3,1,9470,normal,43
Santos,Singapore,5,5,2182,normal,95
Santos,Shanghai,3,5,8119,fragile,85
Santos,Shenzhen,5,4,10429,normal,87
Santos,Guangzhou,1,2,2888,fragile,41
Santos,Hong Kong,5,3,3969,normal,79
Santos,Tokyo,2,2,1007,normal,41
Santos,Osaka,2,3,10158,normal,49
Santos,Busan,5,1,10779,fragile,73
Santos,Bangkok,4,2,7243,normal,61
Santos,Jakarta,2,2,4669,fragile,51
Santos,Dubai,3,5,10285,fragile,85
Santos,Doha,1,2,1883,fragile,41
Santos,Riyadh,3,2,7876,fragile,61
Santos,Jeddah,1,1,8235,fragile,33
Santos,Istanbul,3,4,3231,fragile,77
Santos,Hamburg,4,4,3828,fragile,87
Santos,Rotterdam,2,3,5467,fragile,59
Santos,Antwerp,5,3,6874,fragile,89
Santos,London,5,2,3384,normal,71
Santos,Le Havre,3,5,5391,fragile,85
Santos,Barcelona,1,4,4341,normal,47
Santos,Genoa,5,4,10741,normal,87
Santos,Athens,4,5,7243,fragile,95
Santos,New York,2,2,10595,normal,41
Santos,Los Angeles,2,1,8632,fragile,43
Santos,San Francisco,4,5,11680,fragile,95
Santos,Seattle,5,2,8853,fragile,81
Santos,Houston,4,4,1733,normal,77
Santos,Miami,1,4,9168,normal,47
Santos,Vancouver,5,1,5726,normal,63
Santos,Toronto,2,5,1973,fragile,75
Santos,Montreal,1,1,1825,normal,23
Santos,Sydney,5,4,4025,normal,87
Santos,Melbourne,1,4,6520,fragile,57
Santos,Auckland,1,2,4539,fragile,41
Santos,Cape Town,1,3,10956,normal,39
Santos,Durban,1,1,6328,fragile,33
Santos,Lagos,4,2,5521,normal,61
Santos,Nairobi,1,4,2851,fragile,57
Santos,Santos,1,4,7822,fragile,57
Santos,Rio de Janeiro,3,1,7165,normal,43
Santos,Buenos Aires,3,3,4753,normal,59
Santos,Lima,1,1,9239,normal,23
Santos,Panama City,4,5,9900,normal,85
Santos,Manila,5,3,1740,normal,79
Santos,Ho Chi Minh City,4,4,3621,fragile,87
Santos,Kuala Lumpur,5,1,4248,normal,63
Rio de Janeiro,Mumbai,4,1,8028,fragile,63
Rio de Janeiro,Chennai,4,1,4779,fragile,63
Rio de Janeiro,Kolkata,4,3,4761,fragile,79
Rio de Janeiro,Delhi,4,5,3763,fragile,95
Rio de Janeiro,Visakhapatnam,1,4,5510,normal,47
Rio de Janeiro,Singapore,2,5,9977,fragile,75
Rio de Janeiro,Shanghai,3,5,8527,normal,75
Rio de Janeiro,Shenzhen,1,2,4601,normal,31
Rio de Janeiro,Guangzhou,2,5,8727,normal,65
Rio de Janeiro,Hong Kong,5,1,3605,fragile,73
Rio de Janeiro,Tokyo,1,2,1288,fragile,41
Rio de Janeiro,Osaka,4,5,6099,fragile,95
Rio de Janeiro,Busan,3,3,10590,normal,59
Rio de Janeiro,Bangkok,4,3,3753,normal,69
Rio de Janeiro,Jakarta,1,4,1640,fragile,57
Rio de Janeiro,Dubai,5,4,3458,fragile,97
Rio de Janeiro,Doha,4,2,2649,normal,61
Rio de Janeiro,Riyadh,5,2,7753,fragile,81
